DISPLAY_TIME	KEY_RESPONSE_TIME	RT	DOOR	block_level_1	N_BLOCK
54088.75	54225.29	136	door004.jpg	1	0
55205.31	60151.13	4945	door003.jpg	1	0
65521.03	67660.86	2139	door005.jpg	1	0
73003.66	74993.87	1990	door001.jpg	1	0
75953.40	77641.17	1687	door004.jpg	1	0
78586.49	79874.25	1287	door003.jpg	1	0
85219.20	86942.47	1723	door004.jpg	1	0
87885.63	89794.88	1909	door001.jpg	1	0
90752.03	91946.81	1194	door005.jpg	1	0
97284.77	98592.74	1307	door001.jpg	1	0
99551.22	101195.92	1644	door003.jpg	1	0
106550.58	107588.61	1038	door001.jpg	1	0
108550.39	109712.81	1162	door001.jpg	1	0
110666.87	111781.65	1114	door003.jpg	1	0
117149.60	117928.96	779	door003.jpg	1	0
123282.37	123822.49	540	door005.jpg	1	0
129165.17	130144.33	979	door004.jpg	1	0
131081.66	131967.99	886	door004.jpg	1	0
132914.83	133696.67	781	door005.jpg	1	0
139030.93	139641.33	610	door005.jpg	1	0
351911.37	353993.30	2081	door010.jpg	2	1
354961.08	357009.57	2048	door009.jpg	2	1
362377.07	363360.75	983	door007.jpg	2	1
364326.89	365125.20	798	door009.jpg	2	1
370492.99	371527.64	1034	door011.jpg	2	1
376859.07	378720.48	1861	door007.jpg	2	1
379675.46	380506.24	830	door010.jpg	2	1
381441.97	382334.95	892	door010.jpg	2	1
383275.15	383918.05	642	door011.jpg	2	1
389257.93	389875.84	617	door011.jpg	2	1
395207.38	395963.71	756	door011.jpg	2	1
401290.16	402027.07	736	door007.jpg	2	1
402990.00	403422.00	432	door011.jpg	2	1
408756.14	409247.62	491	door007.jpg	2	1
410206.00	410691.22	485	door009.jpg	2	1
416038.79	416640.11	601	door010.jpg	2	1
417588.66	418428.11	839	door010.jpg	2	1
419371.83	419959.47	587	door009.jpg	2	1
425304.61	425737.72	433	door009.jpg	2	1
431087.42	431655.40	567	door007.jpg	2	1
579057.14	580744.82	1687	door017.jpg	3	2
586123.15	587311.44	1188	door016.jpg	3	2
588306.29	588964.30	658	door015.jpg	3	2
594305.73	594619.39	313	door017.jpg	3	2
599971.88	600530.66	558	door017.jpg	3	2
605888.02	606556.62	668	door015.jpg	3	2
611887.46	612234.46	347	door015.jpg	3	2
617570.27	618160.14	589	door016.jpg	3	2
619136.80	620291.31	1154	door013.jpg	3	2
621236.61	622655.44	1418	door017.jpg	3	2
628002.64	628611.75	609	door013.jpg	3	2
629552.50	630961.93	1409	door016.jpg	3	2
631918.95	632908.15	989	door013.jpg	3	2
633852.10	634569.63	717	door013.jpg	3	2
635501.95	636077.19	575	door016.jpg	3	2
637035.14	637848.58	813	door016.jpg	3	2
638801.65	639776.52	974	door015.jpg	3	2
645117.73	645713.94	596	door013.jpg	3	2
646650.93	647378.15	727	door015.jpg	3	2
652717.03	653699.60	982	door017.jpg	3	2
786404.73	787576.01	1171	door021.jpg	4	3
792920.81	793586.34	665	door021.jpg	4	3
798953.59	800097.46	1143	door020.jpg	4	3
805452.99	806484.06	1031	door019.jpg	4	3
807436.16	808268.95	832	door019.jpg	4	3
809219.32	809718.14	498	door019.jpg	4	3
810669.18	811217.67	548	door020.jpg	4	3
816568.65	817272.91	704	door018.jpg	4	3
818218.50	819221.70	1003	door020.jpg	4	3
824551.23	825098.88	547	door018.jpg	4	3
826034.45	826704.89	670	door021.jpg	4	3
832050.56	832610.12	559	door018.jpg	4	3
833550.42	834156.01	605	door018.jpg	4	3
835100.28	835720.12	619	door020.jpg	4	3
841049.73	841487.13	437	door021.jpg	4	3
846832.52	847398.98	566	door019.jpg	4	3
848349.05	849371.09	1022	door020.jpg	4	3
854698.46	854698.79	0	door021.jpg	4	3
860047.98	860665.66	617	door019.jpg	4	3
861631.16	862238.82	607	door018.jpg	4	3
976903.91	978306.56	1402	door024.jpg	5	4
979287.01	980743.31	1456	door026.jpg	5	4
986086.38	987232.76	1146	door027.jpg	5	4
992602.46	993118.12	515	door025.jpg	5	4
994069.00	994766.80	697	door027.jpg	5	4
1000118.43	1000608.93	490	door027.jpg	5	4
1005967.90	1006476.14	508	door025.jpg	5	4
1007434.44	1008330.75	896	door024.jpg	5	4
1009267.59	1009745.97	478	door026.jpg	5	4
1015083.72	1015715.48	631	door025.jpg	5	4
1016666.91	1017237.27	570	door026.jpg	5	4
1022566.38	1023163.74	597	door026.jpg	5	4
1028499.15	1028940.45	441	door024.jpg	5	4
1029882.36	1030482.67	600	door024.jpg	5	4
1031432.22	1032400.30	968	door025.jpg	5	4
1033365.37	1034016.07	650	door027.jpg	5	4
1039364.83	1039930.18	565	door024.jpg	5	4
1040864.69	1041268.86	404	door026.jpg	5	4
1046597.50	1047300.01	702	door025.jpg	5	4
1048264.00	1048737.93	473	door027.jpg	5	4
1160687.01	1162608.86	1921	door033.jpg	6	5
1167936.33	1169050.19	1113	door033.jpg	6	5
1174402.42	1175199.52	797	door032.jpg	6	5
1180568.52	1181179.75	611	door030.jpg	6	5
1182135.04	1182876.90	741	door032.jpg	6	5
1188251.15	1188723.00	471	door031.jpg	6	5
1189667.68	1190315.64	647	door031.jpg	6	5
1191250.86	1191998.37	747	door031.jpg	6	5
1192934.03	1193571.69	637	door032.jpg	6	5
1198916.83	1199372.38	455	door033.jpg	6	5
1204699.62	1205462.17	762	door030.jpg	6	5
1206416.13	1206902.85	486	door030.jpg	6	5
1207866.00	1208365.29	499	door030.jpg	6	5
1209315.86	1209880.53	564	door030.jpg	6	5
1210832.41	1211497.52	665	door033.jpg	6	5
1216831.83	1217451.01	619	door032.jpg	6	5
1222797.97	1223419.01	621	door032.jpg	6	5
1228764.08	1229398.04	633	door031.jpg	6	5
1230330.60	1231455.27	1124	door033.jpg	6	5
1236796.67	1237517.73	721	door031.jpg	6	5
