id2	image1	image2	RT	KEY_RESPONSE_TIME	DISPLAY_TIME	KEY_PRESSED	block_level_1_fc	N_BLOCK
3	door000.jpg	door003.jpg	5427	423078.39	417651.00	f	1	0
20	door005.jpg	door000.jpg	2980	427130.67	424150.43	f	1	0
13	door003.jpg	door004.jpg	5570	433754.03	428183.42	j	1	0
11	door002.jpg	door004.jpg	4709	439525.66	434816.19	j	1	0
10	door002.jpg	door003.jpg	4105	444654.69	440549.00	f	1	0
12	door002.jpg	door005.jpg	5973	451655.29	445681.89	j	1	0
17	door002.jpg	door000.jpg	6353	459034.61	452681.29	f	1	0
23	door004.jpg	door001.jpg	3010	463090.80	460080.63	f	1	0
16	door001.jpg	door000.jpg	8030	472144.48	464113.62	j	1	0
22	door003.jpg	door001.jpg	8599	481778.74	473179.51	j	1	0
28	door004.jpg	door003.jpg	2349	485161.18	482811.99	f	1	0
21	door002.jpg	door001.jpg	5885	492080.68	486195.03	f	1	0
5	door000.jpg	door005.jpg	1976	495088.05	493111.08	j	1	0
15	door004.jpg	door005.jpg	3206	499317.25	496110.83	f	1	0
29	door005.jpg	door003.jpg	6462	506806.52	500343.78	f	1	0
24	door005.jpg	door001.jpg	2525	510351.58	507826.49	f	1	0
4	door000.jpg	door004.jpg	2408	513785.04	511376.16	j	1	0
2	door000.jpg	door002.jpg	4196	519005.63	514809.19	j	1	0
30	door005.jpg	door004.jpg	2055	522081.02	520025.41	j	1	0
25	door003.jpg	door002.jpg	3222	526330.54	523108.47	j	1	0
14	door003.jpg	door005.jpg	2832	530191.02	527358.10	j	1	0
19	door004.jpg	door000.jpg	3991	535215.83	531224.43	f	1	0
18	door003.jpg	door000.jpg	4858	541098.79	536240.65	j	1	0
6	door001.jpg	door002.jpg	3687	545810.96	542123.49	j	1	0
1	door000.jpg	door001.jpg	1389	548229.70	546839.73	f	1	0
7	door001.jpg	door003.jpg	4875	554131.27	549256.19	f	1	0
27	door005.jpg	door002.jpg	2152	557308.54	555155.67	f	1	0
8	door001.jpg	door004.jpg	4320	562659.07	558338.74	j	1	0
26	door004.jpg	door002.jpg	1775	565463.99	563688.27	f	1	0
9	door001.jpg	door005.jpg	1937	568425.34	566488.02	j	1	0
54	door011.jpg	door007.jpg	4116	806367.13	802250.77	f	2	1
48	door009.jpg	door006.jpg	1962	809413.03	807450.34	j	2	1
47	door008.jpg	door006.jpg	4781	815231.64	810450.05	j	2	1
53	door010.jpg	door007.jpg	1550	817832.96	816282.87	f	2	1
40	door008.jpg	door009.jpg	1640	820506.18	818865.99	f	2	1
58	door010.jpg	door009.jpg	1695	823227.62	821532.42	f	2	1
59	door011.jpg	door009.jpg	1225	825474.49	824248.85	f	2	1
39	door007.jpg	door011.jpg	1431	827930.52	826498.66	j	2	1
33	door006.jpg	door009.jpg	1901	830866.23	828965.12	f	2	1
51	door008.jpg	door007.jpg	2849	834747.24	831898.20	f	2	1
37	door007.jpg	door009.jpg	4778	840560.17	835781.18	f	2	1
43	door009.jpg	door010.jpg	6002	847599.63	841597.35	j	2	1
46	door007.jpg	door006.jpg	1854	850484.47	848630.07	j	2	1
41	door008.jpg	door010.jpg	2456	853969.66	851513.15	j	2	1
38	door007.jpg	door010.jpg	1084	856080.86	854996.18	j	2	1
45	door010.jpg	door011.jpg	5748	862860.89	857112.66	f	2	1
36	door007.jpg	door008.jpg	4330	868225.87	863895.40	j	2	1
60	door011.jpg	door010.jpg	2727	871989.15	869261.59	j	2	1
55	door009.jpg	door008.jpg	1470	874482.09	873011.27	j	2	1
31	door006.jpg	door007.jpg	1651	877162.20	875511.05	f	2	1
44	door009.jpg	door011.jpg	1622	879817.15	878194.15	j	2	1
34	door006.jpg	door010.jpg	4645	885489.88	880843.92	j	2	1
42	door008.jpg	door011.jpg	1261	887788.04	886526.76	j	2	1
32	door006.jpg	door008.jpg	4226	893035.93	888809.90	j	2	1
49	door010.jpg	door006.jpg	1935	895995.11	894059.44	f	2	1
56	door010.jpg	door008.jpg	784	897809.94	897025.85	f	2	1
52	door009.jpg	door007.jpg	3821	902664.04	898842.35	j	2	1
57	door011.jpg	door008.jpg	2720	906412.23	903691.93	f	2	1
35	door006.jpg	door011.jpg	680	908122.24	907441.61	j	2	1
50	door011.jpg	door006.jpg	667	909825.70	909158.12	f	2	1
67	door013.jpg	door015.jpg	2853	1081513.75	1078659.97	f	3	2
66	door013.jpg	door014.jpg	6724	1089284.54	1082559.63	f	3	2
77	door014.jpg	door012.jpg	3756	1094082.24	1090325.62	j	3	2
78	door015.jpg	door012.jpg	3987	1099095.74	1095108.55	j	3	2
71	door014.jpg	door016.jpg	3348	1103489.91	1100141.43	j	3	2
68	door013.jpg	door016.jpg	866	1105390.91	1104524.41	j	3	2
76	door013.jpg	door012.jpg	1633	1108057.81	1106424.23	j	3	2
62	door012.jpg	door014.jpg	3926	1113017.24	1109090.68	j	3	2
81	door014.jpg	door013.jpg	1769	1115809.67	1114040.24	f	3	2
80	door017.jpg	door012.jpg	2137	1118994.12	1116856.65	f	3	2
85	door015.jpg	door014.jpg	1832	1121855.12	1120023.05	j	3	2
69	door013.jpg	door017.jpg	1451	1124341.43	1122889.46	j	3	2
84	door017.jpg	door013.jpg	944	1126317.53	1125372.57	f	3	2
75	door016.jpg	door017.jpg	773	1128112.16	1127339.07	j	3	2
83	door016.jpg	door013.jpg	2299	1131438.59	1129138.92	f	3	2
82	door015.jpg	door013.jpg	8167	1140639.93	1132471.97	j	3	2
79	door016.jpg	door012.jpg	2890	1144561.30	1141671.17	f	3	2
65	door012.jpg	door017.jpg	2255	1147842.72	1145587.48	j	3	2
74	door015.jpg	door017.jpg	1161	1150032.15	1148870.53	j	3	2
88	door016.jpg	door015.jpg	759	1151812.79	1151053.68	f	3	2
86	door016.jpg	door014.jpg	2067	1154904.32	1152836.85	f	3	2
