DISPLAY_TIME	KEY_RESPONSE_TIME	RT	DOOR	block_level_1	N_BLOCK
140191.90	145227.14	5035	door001.jpg	1	0
146258.01	150343.26	4085	door005.jpg	1	0
155690.53	159959.41	4268	door001.jpg	1	0
160940.07	167288.60	6348	door001.jpg	1	0
168272.78	171769.85	3497	door001.jpg	1	0
172772.37	177558.91	4786	door004.jpg	1	0
178538.53	182676.75	4138	door003.jpg	1	0
188037.71	194531.28	6493	door005.jpg	1	0
199870.01	202430.34	2560	door004.jpg	1	0
203369.71	205941.67	2571	door004.jpg	1	0
206886.08	210559.95	3673	door003.jpg	1	0
215951.95	219599.72	3647	door004.jpg	1	0
220551.53	225111.27	4559	door005.jpg	1	0
230450.69	233295.05	2844	door003.jpg	1	0
238683.29	241559.17	2875	door003.jpg	1	0
246949.25	251098.06	4148	door001.jpg	1	0
252082.11	253553.32	1471	door005.jpg	1	0
258881.52	260224.45	1342	door003.jpg	1	0
265597.61	266538.44	940	door004.jpg	1	0
267480.78	268544.94	1064	door005.jpg	1	0
597935.28	602348.56	4413	door010.jpg	2	1
603318.13	613286.51	9968	door011.jpg	2	1
618616.81	623710.59	5093	door010.jpg	2	1
624649.62	629971.89	5322	door011.jpg	2	1
635298.68	636200.09	901	door011.jpg	2	1
641548.13	645812.85	4264	door007.jpg	2	1
646764.35	650921.69	4157	door007.jpg	2	1
651880.58	654701.27	2820	door011.jpg	2	1
660029.86	661334.72	1304	door011.jpg	2	1
666662.61	668033.15	1370	door007.jpg	2	1
668995.75	671989.13	2993	door010.jpg	2	1
672945.40	678691.64	5746	door009.jpg	2	1
684044.43	684730.42	685	door009.jpg	2	1
690077.23	692424.47	2347	door010.jpg	2	1
693360.27	697672.39	4312	door009.jpg	2	1
703026.10	703662.37	636	door009.jpg	2	1
709008.93	712520.43	3511	door007.jpg	2	1
713475.20	714328.43	853	door009.jpg	2	1
719674.66	723321.26	3646	door010.jpg	2	1
724257.58	728540.93	4283	door007.jpg	2	1
920040.50	922600.01	2559	door017.jpg	3	2
927973.13	931561.98	3588	door016.jpg	3	2
932539.39	937198.34	4658	door015.jpg	3	2
942555.20	946693.67	4138	door013.jpg	3	2
947638.08	948599.32	961	door013.jpg	3	2
949537.92	952937.67	3399	door017.jpg	3	2
958287.16	959296.37	1009	door017.jpg	3	2
964653.28	971373.43	6720	door015.jpg	3	2
976702.22	977889.08	1186	door017.jpg	3	2
983234.99	985074.65	1839	door013.jpg	3	2
986018.07	986755.07	736	door013.jpg	3	2
987701.27	992975.66	5274	door015.jpg	3	2
998317.01	1006426.77	8109	door016.jpg	3	2
1007382.87	1007888.63	505	door016.jpg	3	2
1008849.41	1010325.31	1475	door013.jpg	3	2
1011265.87	1012171.68	905	door015.jpg	3	2
1017498.66	1019716.60	2217	door016.jpg	3	2
1020681.72	1021308.42	626	door016.jpg	3	2
1022264.91	1023247.33	982	door017.jpg	3	2
1028614.36	1029383.84	769	door015.jpg	3	2
1189900.27	1192023.64	2123	door019.jpg	4	3
1193000.01	1196180.26	3180	door021.jpg	4	3
1201532.60	1206536.19	5003	door018.jpg	4	3
1207498.74	1210462.24	2963	door019.jpg	4	3
1211398.41	1217239.65	5841	door021.jpg	4	3
1222597.43	1225774.10	3176	door020.jpg	4	3
1231130.03	1233503.54	2373	door021.jpg	4	3
1238846.02	1239659.42	813	door021.jpg	4	3
1244995.47	1249399.43	4403	door020.jpg	4	3
1254744.62	1255840.49	1095	door021.jpg	4	3
1261177.39	1262784.93	1607	door020.jpg	4	3
1268143.45	1268944.77	801	door020.jpg	4	3
1274292.91	1281965.22	7672	door018.jpg	4	3
1282925.49	1283584.99	659	door018.jpg	4	3
1284542.03	1285565.10	1023	door018.jpg	4	3
1286525.19	1287517.65	992	door020.jpg	4	3
1292874.64	1294869.72	1995	door019.jpg	4	3
1295807.72	1296413.39	605	door019.jpg	4	3
1297357.58	1298480.38	1122	door019.jpg	4	3
1299424.05	1300385.29	961	door018.jpg	4	3
1440528.41	1442539.86	2011	door027.jpg	5	4
1447911.10	1448930.50	1019	door024.jpg	5	4
1449910.92	1450903.99	993	door025.jpg	5	4
1451860.77	1453638.41	1777	door027.jpg	5	4
1458993.47	1459993.43	999	door027.jpg	5	4
1465359.57	1467332.86	1973	door026.jpg	5	4
1472675.61	1473845.37	1169	door026.jpg	5	4
1479175.04	1482974.51	3799	door025.jpg	5	4
1483924.62	1485568.22	1643	door027.jpg	5	4
1490924.01	1494270.58	3346	door026.jpg	5	4
1499606.59	1502640.17	3033	door024.jpg	5	4
1503572.91	1504865.22	1292	door024.jpg	5	4
1505806.06	1507444.60	1638	door025.jpg	5	4
1508405.83	1510605.00	2199	door024.jpg	5	4
1511538.88	1513129.26	1590	door026.jpg	5	4
1518471.61	1520782.59	2310	door025.jpg	5	4
1521738.00	1523001.81	1263	door026.jpg	5	4
1528337.41	1529341.79	1004	door025.jpg	5	4
1530303.91	1531048.44	744	door027.jpg	5	4
1536403.38	1539523.35	3119	door024.jpg	5	4
1696406.08	1698420.61	2014	door033.jpg	6	5
1703788.77	1706587.13	2798	door030.jpg	6	5
1707538.44	1709893.46	2355	door030.jpg	6	5
1710854.83	1713847.76	2992	door032.jpg	6	5
1719187.43	1722894.10	3706	door033.jpg	6	5
1728236.64	1729660.47	1423	door030.jpg	6	5
1730603.11	1731348.48	745	door033.jpg	6	5
1736719.22	1740557.39	3838	door031.jpg	6	5
1741518.82	1748571.75	7052	door031.jpg	6	5
1749534.79	1751242.00	1707	door032.jpg	6	5
1756567.50	1758941.40	2373	door031.jpg	6	5
1759900.53	1761521.95	1621	door032.jpg	6	5
1766849.94	1770248.79	3398	door031.jpg	6	5
1771199.55	1773682.87	2483	door033.jpg	6	5
1779032.20	1781763.68	2731	door031.jpg	6	5
1782715.21	1785094.26	2379	door032.jpg	6	5
1790431.22	1791168.29	737	door032.jpg	6	5
1796497.34	1797631.98	1134	door033.jpg	6	5
1802980.12	1804153.45	1173	door030.jpg	6	5
1805096.61	1805694.52	597	door030.jpg	6	5
