id2	image1	image2	RT	KEY_RESPONSE_TIME	DISPLAY_TIME	KEY_PRESSED	block_level_1_fc	N_BLOCK
20	door005.jpg	door000.jpg	2271	201055.98	198784.80	f	1	0
13	door003.jpg	door004.jpg	922	203056.80	202134.52	j	1	0
28	door004.jpg	door003.jpg	602	204686.87	204084.36	f	1	0
19	door004.jpg	door000.jpg	567	206302.01	205734.22	f	1	0
30	door005.jpg	door004.jpg	1117	208452.01	207334.08	j	1	0
16	door001.jpg	door000.jpg	3496	212996.89	209500.57	j	1	0
4	door000.jpg	door004.jpg	1084	215101.81	214016.87	j	1	0
10	door002.jpg	door003.jpg	4220	220370.45	216150.02	f	1	0
22	door003.jpg	door001.jpg	1804	223204.32	221399.59	f	1	0
6	door001.jpg	door002.jpg	1124	225356.96	224232.68	j	1	0
24	door005.jpg	door001.jpg	1063	227446.00	226382.51	f	1	0
29	door005.jpg	door003.jpg	972	229438.62	228465.67	f	1	0
25	door003.jpg	door002.jpg	1244	231709.75	230465.50	j	1	0
2	door000.jpg	door002.jpg	3863	236595.25	232731.98	j	1	0
21	door002.jpg	door001.jpg	2411	240026.90	237614.90	f	1	0
12	door002.jpg	door005.jpg	1844	242892.43	241047.96	j	1	0
18	door003.jpg	door000.jpg	1547	245462.27	243914.39	f	1	0
17	door002.jpg	door000.jpg	1627	248125.27	246497.51	f	1	0
9	door001.jpg	door005.jpg	1587	250734.35	249147.29	j	1	0
14	door003.jpg	door005.jpg	441	252204.84	251763.74	j	1	0
23	door004.jpg	door001.jpg	476	253706.98	253230.28	f	1	0
15	door004.jpg	door005.jpg	866	255596.16	254730.15	f	1	0
7	door001.jpg	door003.jpg	875	257505.28	256630.00	j	1	0
8	door001.jpg	door004.jpg	806	259336.58	258529.84	j	1	0
1	door000.jpg	door001.jpg	2689	263052.64	260363.03	f	1	0
3	door000.jpg	door003.jpg	1832	265911.81	264079.39	j	1	0
11	door002.jpg	door004.jpg	1131	268077.44	266945.81	j	1	0
5	door000.jpg	door005.jpg	746	269859.23	269112.29	j	1	0
26	door004.jpg	door002.jpg	882	271760.98	270878.81	f	1	0
27	door005.jpg	door002.jpg	574	273369.92	272795.32	f	1	0
41	door008.jpg	door010.jpg	2573	408674.08	406100.90	j	2	1
44	door009.jpg	door011.jpg	2367	412101.84	409733.93	j	2	1
49	door010.jpg	door006.jpg	1906	415057.10	413150.32	f	2	1
31	door006.jpg	door007.jpg	3811	419911.39	416100.07	f	2	1
48	door009.jpg	door006.jpg	1514	422447.84	420933.01	j	2	1
45	door010.jpg	door011.jpg	1401	424883.88	423482.80	f	2	1
43	door009.jpg	door010.jpg	504	426420.94	425915.94	j	2	1
36	door007.jpg	door008.jpg	1242	428691.22	427449.15	j	2	1
42	door008.jpg	door011.jpg	1581	431296.79	429715.62	f	2	1
53	door010.jpg	door007.jpg	1579	433911.12	432332.07	f	2	1
47	door008.jpg	door006.jpg	741	435673.02	434931.86	j	2	1
46	door007.jpg	door006.jpg	878	437576.50	436698.38	j	2	1
33	door006.jpg	door009.jpg	1063	439661.89	438598.21	f	2	1
34	door006.jpg	door010.jpg	1568	442249.81	440681.37	j	2	1
57	door011.jpg	door008.jpg	2655	445936.64	443281.15	f	2	1
50	door011.jpg	door006.jpg	1396	448361.06	446964.18	f	2	1
32	door006.jpg	door008.jpg	1169	450550.57	449380.65	j	2	1
56	door010.jpg	door008.jpg	732	452312.59	451580.48	f	2	1
58	door010.jpg	door009.jpg	845	454192.26	453346.99	f	2	1
38	door007.jpg	door010.jpg	432	455646.40	455213.51	j	2	1
55	door009.jpg	door008.jpg	573	457253.26	456680.05	j	2	1
51	door008.jpg	door007.jpg	796	459076.11	458279.91	f	2	1
40	door008.jpg	door009.jpg	544	460641.17	460096.42	f	2	1
37	door007.jpg	door009.jpg	2385	464048.66	461662.96	j	2	1
59	door011.jpg	door009.jpg	1415	466495.30	465079.34	j	2	1
52	door009.jpg	door007.jpg	676	468205.36	467529.15	f	2	1
35	door006.jpg	door011.jpg	1425	470654.80	469229.00	j	2	1
39	door007.jpg	door011.jpg	610	472289.11	471678.80	j	2	1
60	door011.jpg	door010.jpg	704	474016.93	473311.99	j	2	1
54	door011.jpg	door007.jpg	828	475873.64	475045.20	f	2	1
75	door016.jpg	door017.jpg	2427	605812.06	603384.52	f	3	2
65	door012.jpg	door017.jpg	1701	608552.48	606850.89	j	3	2
90	door017.jpg	door016.jpg	807	610391.37	609584.01	j	3	2
72	door014.jpg	door017.jpg	914	612348.65	611433.86	j	3	2
68	door013.jpg	door016.jpg	3172	616589.15	613417.03	j	3	2
63	door012.jpg	door015.jpg	2720	620354.02	617633.33	j	3	2
61	door012.jpg	door013.jpg	1551	622934.24	621383.04	f	3	2
88	door016.jpg	door015.jpg	1128	625095.11	623966.14	f	3	2
73	door015.jpg	door016.jpg	756	626872.94	626115.96	j	3	2
85	door015.jpg	door014.jpg	1884	629783.73	627899.15	j	3	2
84	door017.jpg	door013.jpg	797	631613.41	630815.57	f	3	2
82	door015.jpg	door013.jpg	1851	634499.92	632648.75	f	3	2
69	door013.jpg	door017.jpg	557	636089.21	635531.86	j	3	2
66	door013.jpg	door014.jpg	819	637934.54	637115.05	f	3	2
71	door014.jpg	door016.jpg	959	639924.50	638964.89	j	3	2
70	door014.jpg	door015.jpg	1074	642022.59	640948.06	f	3	2
62	door012.jpg	door014.jpg	2537	645585.35	643047.89	j	3	2
83	door016.jpg	door013.jpg	1080	647695.06	646614.27	f	3	2
86	door016.jpg	door014.jpg	1076	649806.75	648730.75	f	3	2
67	door013.jpg	door015.jpg	1091	651921.80	650830.58	j	3	2
78	door015.jpg	door012.jpg	850	653797.44	652947.08	f	3	2
80	door017.jpg	door012.jpg	1387	656217.47	654830.26	f	3	2
87	door017.jpg	door014.jpg	464	657710.80	657246.71	f	3	2
74	door015.jpg	door017.jpg	810	659557.22	658746.60	j	3	2
79	door016.jpg	door012.jpg	575	661155.26	660579.77	f	3	2
89	door017.jpg	door015.jpg	491	662671.63	662179.64	f	3	2
77	door014.jpg	door012.jpg	1053	664749.39	663696.18	f	3	2
76	door013.jpg	door012.jpg	996	666776.24	665779.34	j	3	2
64	door012.jpg	door016.jpg	698	668494.81	667795.83	j	3	2
81	door014.jpg	door013.jpg	2534	672063.17	669529.02	f	3	2
111	door020.jpg	door019.jpg	2822	796424.56	793602.06	f	4	3
97	door019.jpg	door021.jpg	2183	799651.78	797468.39	j	4	3
106	door019.jpg	door018.jpg	547	801248.82	800701.46	j	4	3
92	door018.jpg	door020.jpg	521	802806.21	802284.68	f	4	3
119	door023.jpg	door021.jpg	1492	805343.61	803851.20	f	4	3
105	door022.jpg	door023.jpg	1651	808036.20	806384.33	f	4	3
116	door022.jpg	door020.jpg	1204	810271.58	809067.43	j	4	3
117	door023.jpg	door020.jpg	493	811793.69	811300.59	j	4	3
94	door018.jpg	door022.jpg	1241	814058.32	812817.12	f	4	3
113	door022.jpg	door019.jpg	1107	816191.04	815083.60	f	4	3
120	door023.jpg	door022.jpg	1877	819093.80	817216.77	f	4	3
93	door018.jpg	door021.jpg	733	820849.69	820116.52	f	4	3
104	door021.jpg	door023.jpg	816	822699.05	821883.05	j	4	3
112	door021.jpg	door019.jpg	3051	826784.41	823732.89	f	4	3
103	door021.jpg	door022.jpg	1065	828881.54	827815.89	j	4	3
91	door018.jpg	door019.jpg	1096	831012.06	829915.71	f	4	3
101	door020.jpg	door022.jpg	578	832610.20	832032.19	j	4	3
96	door019.jpg	door020.jpg	1852	835484.20	833632.07	j	4	3
118	door022.jpg	door021.jpg	950	837466.06	836515.15	f	4	3
95	door018.jpg	door023.jpg	576	839074.59	838498.33	f	4	3
107	door020.jpg	door018.jpg	1667	841765.84	840098.19	j	4	3
98	door019.jpg	door022.jpg	1462	844260.57	842797.97	j	4	3
99	door019.jpg	door023.jpg	875	846156.44	845281.09	j	4	3
115	door021.jpg	door020.jpg	1467	848648.50	847180.93	j	4	3
110	door023.jpg	door018.jpg	1142	850823.35	849680.74	j	4	3
109	door022.jpg	door018.jpg	1080	852927.74	851847.22	j	4	3
108	door021.jpg	door018.jpg	710	854673.93	853963.71	j	4	3
102	door020.jpg	door023.jpg	1228	856925.20	855696.89	f	4	3
114	door023.jpg	door019.jpg	741	858688.35	857946.71	f	4	3
100	door020.jpg	door021.jpg	877	860590.78	859713.24	f	4	3
139	door028.jpg	door024.jpg	2344	1067173.54	1064829.52	j	5	4
141	door026.jpg	door025.jpg	1119	1069365.56	1068245.90	f	5	4
132	door026.jpg	door029.jpg	587	1070999.89	1070412.39	f	5	4
136	door025.jpg	door024.jpg	619	1072648.00	1072028.92	j	5	4
146	door028.jpg	door026.jpg	812	1074490.87	1073678.79	j	5	4
140	door029.jpg	door024.jpg	1317	1076829.93	1075511.97	j	5	4
127	door025.jpg	door027.jpg	1571	1079450.42	1077878.44	j	5	4
149	door029.jpg	door027.jpg	1771	1082249.47	1080478.23	f	5	4
130	door026.jpg	door027.jpg	944	1084222.33	1083278.00	f	5	4
147	door029.jpg	door026.jpg	458	1085703.08	1085244.50	j	5	4
125	door024.jpg	door029.jpg	537	1087265.21	1086727.70	f	5	4
121	door024.jpg	door025.jpg	752	1089046.74	1088294.24	f	5	4
142	door027.jpg	door025.jpg	1008	1091085.82	1090077.43	f	5	4
123	door024.jpg	door027.jpg	478	1092588.80	1092110.59	f	5	4
122	door024.jpg	door026.jpg	828	1094439.15	1093610.47	j	5	4
135	door028.jpg	door029.jpg	1071	1096532.19	1095460.31	f	5	4
137	door026.jpg	door024.jpg	864	1098424.44	1097560.14	j	5	4
144	door029.jpg	door025.jpg	1244	1100704.08	1099459.99	f	5	4
138	door027.jpg	door024.jpg	1146	1102872.55	1101726.47	j	5	4
