id2	image1	image2	RT	KEY_RESPONSE_TIME	DISPLAY_TIME	KEY_PRESSED	block_level_1_fc	N_BLOCK
10	door002.jpg	door003.jpg	3200	261527.63	258326.84	f	1	0
30	door005.jpg	door004.jpg	2628	265221.44	262593.13	f	1	0
3	door000.jpg	door003.jpg	1657	267916.61	266259.44	f	1	0
24	door005.jpg	door001.jpg	1118	270078.11	268959.20	f	1	0
27	door005.jpg	door002.jpg	1294	272403.28	271109.02	j	1	0
21	door002.jpg	door001.jpg	922	274348.39	273425.46	f	1	0
8	door001.jpg	door004.jpg	1453	276828.57	275375.30	j	1	0
2	door000.jpg	door002.jpg	1414	279272.94	277858.40	f	1	0
14	door003.jpg	door005.jpg	1365	281673.53	280308.16	j	1	0
5	door000.jpg	door005.jpg	1650	284358.94	282707.95	f	1	0
1	door000.jpg	door001.jpg	903	286294.54	285391.03	f	1	0
19	door004.jpg	door000.jpg	666	287990.42	287324.18	j	1	0
26	door004.jpg	door002.jpg	1057	290081.82	289024.03	j	1	0
23	door004.jpg	door001.jpg	1324	292431.79	291107.18	f	1	0
13	door003.jpg	door004.jpg	1327	294784.37	293456.96	j	1	0
28	door004.jpg	door003.jpg	1250	297057.35	295806.75	f	1	0
12	door002.jpg	door005.jpg	1947	300037.12	298089.86	f	1	0
7	door001.jpg	door003.jpg	4161	305234.53	301072.92	f	1	0
11	door002.jpg	door004.jpg	1412	307668.63	306255.79	f	1	0
6	door001.jpg	door002.jpg	1250	309939.25	308688.88	j	1	0
22	door003.jpg	door001.jpg	2004	312976.15	310972.02	j	1	0
29	door005.jpg	door003.jpg	1130	315135.26	314005.06	f	1	0
18	door003.jpg	door000.jpg	799	316953.93	316154.88	j	1	0
4	door000.jpg	door004.jpg	998	318986.33	317988.04	f	1	0
9	door001.jpg	door005.jpg	928	320949.88	320021.18	j	1	0
20	door005.jpg	door000.jpg	844	322815.62	321971.01	j	1	0
15	door004.jpg	door005.jpg	1915	325752.60	323837.51	j	1	0
17	door002.jpg	door000.jpg	2073	328861.01	326787.23	j	1	0
25	door003.jpg	door002.jpg	1261	331148.09	329886.95	j	1	0
16	door001.jpg	door000.jpg	866	333036.51	332170.06	j	1	0
45	door010.jpg	door011.jpg	2848	487954.27	485106.00	j	2	1
32	door006.jpg	door008.jpg	2176	491215.17	489038.98	f	2	1
53	door010.jpg	door007.jpg	1632	493887.74	492255.34	f	2	1
41	door008.jpg	door010.jpg	2039	496961.19	494921.77	f	2	1
57	door011.jpg	door008.jpg	958	498946.59	497988.16	j	2	1
44	door009.jpg	door011.jpg	2817	502805.16	499987.98	j	2	1
33	door006.jpg	door009.jpg	1983	505820.66	503837.61	f	2	1
39	door007.jpg	door011.jpg	1148	508002.04	506854.01	j	2	1
56	door010.jpg	door008.jpg	1160	510197.77	509037.14	j	2	1
50	door011.jpg	door006.jpg	1076	512296.78	511220.27	j	2	1
47	door008.jpg	door006.jpg	1052	514372.44	513320.08	j	2	1
37	door007.jpg	door009.jpg	1984	517387.75	515403.22	j	2	1
43	door009.jpg	door010.jpg	3115	521534.68	518419.61	j	2	1
58	door010.jpg	door009.jpg	2237	524807.16	522569.22	f	2	1
46	door007.jpg	door006.jpg	1013	526849.44	525835.60	j	2	1
36	door007.jpg	door008.jpg	1173	529058.72	527885.41	j	2	1
40	door008.jpg	door009.jpg	2742	532828.04	530085.21	f	2	1
54	door011.jpg	door007.jpg	1291	535143.05	533851.52	f	2	1
48	door009.jpg	door006.jpg	1000	537168.49	536167.98	j	2	1
35	door006.jpg	door011.jpg	1791	539992.52	538201.12	f	2	1
60	door011.jpg	door010.jpg	2715	543733.06	541017.53	j	2	1
31	door006.jpg	door007.jpg	1046	545813.25	544767.19	f	2	1
34	door006.jpg	door010.jpg	1210	548044.12	546833.66	f	2	1
55	door009.jpg	door008.jpg	1527	550594.74	549066.80	j	2	1
49	door010.jpg	door006.jpg	1222	552839.22	551616.55	j	2	1
52	door009.jpg	door007.jpg	5503	559370.33	553866.35	j	2	1
38	door007.jpg	door010.jpg	1058	561457.93	560399.09	j	2	1
51	door008.jpg	door007.jpg	1177	563660.15	562482.24	f	2	1
42	door008.jpg	door011.jpg	1610	566292.93	564682.03	f	2	1
59	door011.jpg	door009.jpg	1993	569308.79	567315.12	f	2	1
70	door014.jpg	door015.jpg	4358	728009.10	723650.75	f	3	2
85	door015.jpg	door014.jpg	1037	730070.82	729033.58	j	3	2
71	door014.jpg	door016.jpg	1962	733079.15	731116.71	f	3	2
89	door017.jpg	door015.jpg	2504	736621.12	734116.43	f	3	2
63	door012.jpg	door015.jpg	916	738582.41	737666.12	f	3	2
62	door012.jpg	door014.jpg	781	740397.92	739615.95	f	3	2
72	door014.jpg	door017.jpg	1310	742743.40	741432.43	f	3	2
86	door016.jpg	door014.jpg	2354	746119.76	743765.55	j	3	2
74	door015.jpg	door017.jpg	990	748139.03	747148.58	j	3	2
67	door013.jpg	door015.jpg	884	750065.93	749181.71	f	3	2
87	door017.jpg	door014.jpg	1713	752812.02	751098.22	j	3	2
79	door016.jpg	door012.jpg	1065	754913.24	753847.97	j	3	2
73	door015.jpg	door016.jpg	1280	757228.57	755947.78	j	3	2
75	door016.jpg	door017.jpg	1821	760085.46	758264.23	j	3	2
82	door015.jpg	door013.jpg	2029	763143.81	761113.96	f	3	2
77	door014.jpg	door012.jpg	1099	765263.27	764163.69	j	3	2
76	door013.jpg	door012.jpg	1260	767556.91	766296.82	j	3	2
80	door017.jpg	door012.jpg	855	769435.92	768579.95	j	3	2
88	door016.jpg	door015.jpg	988	771451.58	770463.11	f	3	2
65	door012.jpg	door017.jpg	1552	774032.43	772479.59	f	3	2
69	door013.jpg	door017.jpg	721	775784.06	775062.69	j	3	2
68	door013.jpg	door016.jpg	639	777451.71	776812.52	j	3	2
78	door015.jpg	door012.jpg	789	779268.41	778479.04	j	3	2
90	door017.jpg	door016.jpg	997	781293.07	780295.53	j	3	2
81	door014.jpg	door013.jpg	1326	783654.80	782328.69	f	3	2
61	door012.jpg	door013.jpg	817	785496.27	784678.46	f	3	2
64	door012.jpg	door016.jpg	889	787418.17	786528.29	f	3	2
83	door016.jpg	door013.jpg	918	789363.25	788444.78	f	3	2
84	door017.jpg	door013.jpg	833	791227.79	790394.60	f	3	2
66	door013.jpg	door014.jpg	1442	793703.89	792261.11	j	3	2
120	door023.jpg	door022.jpg	1336	925735.32	924398.93	j	4	3
98	door019.jpg	door022.jpg	1557	928339.80	926782.06	j	4	3
101	door020.jpg	door022.jpg	619	930001.28	929381.82	j	4	3
100	door020.jpg	door021.jpg	1984	933032.82	931048.33	f	4	3
93	door018.jpg	door021.jpg	1193	935274.52	934081.39	f	4	3
108	door021.jpg	door018.jpg	1028	937325.97	936297.86	j	4	3
96	door019.jpg	door020.jpg	1572	939919.92	938347.68	j	4	3
106	door019.jpg	door018.jpg	1010	941958.19	940947.43	j	4	3
97	door019.jpg	door021.jpg	1230	944210.77	942980.59	f	4	3
