DISPLAY_TIME	KEY_RESPONSE_TIME	RT	DOOR	block_level_1	N_BLOCK
69309.24	75102.93	5793	door001.jpg	1	0
76075.27	79700.84	3625	door000.jpg	1	0
80708.18	83873.61	3165	door003.jpg	1	0
89224.06	90874.51	1650	door003.jpg	1	0
96240.09	98990.15	2750	door002.jpg	1	0
104322.69	106931.22	2608	door000.jpg	1	0
107872.35	111306.70	3434	door003.jpg	1	0
116654.88	119054.74	2399	door002.jpg	1	0
124387.50	126691.80	2304	door002.jpg	1	0
132020.13	134182.21	2162	door000.jpg	1	0
135119.85	137672.92	2553	door001.jpg	1	0
138636.20	140937.66	2301	door003.jpg	1	0
146285.49	148121.90	1836	door000.jpg	1	0
149068.57	152538.90	3470	door001.jpg	1	0
153501.49	154955.39	1453	door002.jpg	1	0
160284.21	162567.72	2283	door003.jpg	1	0
167916.83	171613.01	3696	door002.jpg	1	0
176949.34	178135.51	1186	door001.jpg	1	0
179099.13	180295.20	1196	door001.jpg	1	0
181248.94	183707.81	2458	door000.jpg	1	0
493520.25	497069.34	3549	door009.jpg	2	1
502436.07	508766.28	6330	door008.jpg	2	1
514118.34	517214.47	3096	door007.jpg	2	1
518167.97	520487.92	2319	door007.jpg	2	1
521467.66	525522.88	4055	door006.jpg	2	1
526467.21	529737.34	3270	door009.jpg	2	1
535083.08	535769.45	686	door009.jpg	2	1
541115.87	543309.70	2193	door008.jpg	2	1
548648.50	550077.90	1429	door006.jpg	2	1
551014.95	552146.82	1131	door006.jpg	2	1
553081.43	554231.05	1149	door008.jpg	2	1
559564.17	562495.85	2931	door006.jpg	2	1
563430.48	565909.56	2479	door007.jpg	2	1
566863.49	567627.64	764	door007.jpg	2	1
568580.01	570695.31	2115	door008.jpg	2	1
576029.32	576980.35	951	door006.jpg	2	1
577929.14	578988.56	1059	door009.jpg	2	1
584345.22	585935.80	1590	door007.jpg	2	1
586894.98	587763.36	868	door008.jpg	2	1
593094.41	594244.78	1150	door009.jpg	2	1
742397.36	748256.81	5859	door013.jpg	3	2
749230.06	754658.76	5428	door014.jpg	3	2
760012.41	762075.96	2063	door014.jpg	3	2
767428.40	768066.78	638	door014.jpg	3	2
773411.17	773994.93	583	door014.jpg	3	2
779360.62	784233.09	4872	door015.jpg	3	2
789576.35	792435.47	2859	door012.jpg	3	2
793392.67	796281.05	2888	door013.jpg	3	2
797225.66	798017.45	791	door013.jpg	3	2
798958.81	800929.19	1970	door015.jpg	3	2
806258.16	807703.06	1444	door013.jpg	3	2
808641.26	810204.11	1562	door012.jpg	3	2
811157.70	812333.47	1175	door014.jpg	3	2
817690.42	820512.25	2821	door015.jpg	3	2
825839.68	827155.64	1315	door012.jpg	3	2
828106.14	828627.80	521	door012.jpg	3	2
829589.33	830976.18	1386	door015.jpg	3	2
836305.38	837307.07	1001	door013.jpg	3	2
838255.20	839216.73	961	door012.jpg	3	2
840171.70	841444.96	1273	door015.jpg	3	2
987441.50	990774.61	3333	door023.jpg	4	3
996140.70	999832.07	3691	door019.jpg	4	3
1000790.28	1002440.32	1650	door019.jpg	4	3
1003390.04	1004442.17	1052	door023.jpg	4	3
1009789.44	1011800.43	2010	door023.jpg	4	3
1017172.10	1018757.17	1585	door022.jpg	4	3
1019721.87	1020741.09	1019	door022.jpg	4	3
1021721.68	1023137.46	1415	door021.jpg	4	3
1028471.06	1030931.58	2460	door019.jpg	4	3
1031870.75	1032973.26	1102	door023.jpg	4	3
1038320.15	1039230.96	910	door022.jpg	4	3
1040186.65	1040679.00	492	door022.jpg	4	3
1041636.50	1042598.41	961	door021.jpg	4	3
1047935.93	1048995.02	1059	door021.jpg	4	3
1054335.34	1055796.04	1460	door023.jpg	4	3
1061151.39	1062696.79	1545	door021.jpg	4	3
1068034.09	1069093.43	1059	door019.jpg	4	3
1070033.89	1070762.99	729	door021.jpg	4	3
1076100.00	1077038.64	938	door019.jpg	4	3
1077983.17	1078675.94	692	door022.jpg	4	3
1211887.51	1214460.19	2572	door027.jpg	5	4
1219803.48	1220669.03	865	door027.jpg	5	4
1226036.22	1227868.31	1832	door029.jpg	5	4
1233218.90	1236217.68	2998	door025.jpg	5	4
1237168.54	1238282.88	1114	door027.jpg	5	4
1243651.27	1244625.93	974	door028.jpg	5	4
1245567.76	1246104.12	536	door028.jpg	5	4
1247050.97	1247658.60	607	door028.jpg	5	4
1248600.81	1249499.22	898	door027.jpg	5	4
1254850.25	1256125.54	1275	door025.jpg	5	4
1257083.38	1258204.58	1121	door029.jpg	5	4
1263532.77	1264290.03	757	door028.jpg	5	4
1265232.61	1265552.66	320	door028.jpg	5	4
1266499.17	1267488.69	989	door029.jpg	5	4
1272815.26	1274127.21	1311	door025.jpg	5	4
1275081.73	1275854.70	772	door025.jpg	5	4
1276814.89	1278072.53	1257	door027.jpg	5	4
1283430.95	1284602.99	1172	door025.jpg	5	4
1285564.08	1286327.73	763	door029.jpg	5	4
1291663.53	1292286.07	622	door029.jpg	5	4
1440916.45	1443500.28	2583	door035.jpg	6	5
1448849.08	1450703.63	1854	door031.jpg	6	5
1451682.15	1453586.36	1904	door033.jpg	6	5
1458931.49	1459899.54	968	door031.jpg	6	5
1460881.31	1462833.82	1952	door034.jpg	6	5
1463781.03	1464297.21	516	door034.jpg	6	5
1465230.91	1466773.86	1542	door033.jpg	6	5
1472130.28	1472781.87	651	door033.jpg	6	5
1478129.72	1478741.72	611	door034.jpg	6	5
1479679.57	1481356.62	1677	door031.jpg	6	5
1482312.66	1483154.49	841	door034.jpg	6	5
1484095.84	1484871.24	775	door031.jpg	6	5
1485829.01	1486782.17	953	door035.jpg	6	5
1492111.77	1492979.10	867	door035.jpg	6	5
1498311.20	1499661.24	1350	door033.jpg	6	5
1505027.24	1505657.90	630	door031.jpg	6	5
1506627.10	1507324.09	696	door033.jpg	6	5
1512676.55	1513446.42	769	door035.jpg	6	5
1518775.99	1520373.73	1597	door035.jpg	6	5
1525708.67	1526287.18	578	door034.jpg	6	5
