id2	image1	image2	RT	KEY_RESPONSE_TIME	DISPLAY_TIME	KEY_PRESSED	block_level_1_fc	N_BLOCK
27	door005.jpg	door002.jpg	4131	384578.89	380447.29	f	1	0
2	door000.jpg	door002.jpg	1948	387579.13	385630.14	f	1	0
15	door004.jpg	door005.jpg	5075	393705.74	388629.88	j	1	0
19	door004.jpg	door000.jpg	1556	396285.32	394729.31	j	1	0
14	door003.jpg	door005.jpg	2141	399470.94	397329.07	j	1	0
30	door005.jpg	door004.jpg	4973	405468.85	400495.45	f	1	0
21	door002.jpg	door001.jpg	6061	412572.99	406511.56	f	1	0
13	door003.jpg	door004.jpg	2597	416192.07	413594.24	j	1	0
3	door000.jpg	door003.jpg	1160	418387.39	417227.25	f	1	0
28	door004.jpg	door003.jpg	1919	421329.91	419410.38	f	1	0
22	door003.jpg	door001.jpg	4275	426636.08	422360.12	j	1	0
18	door003.jpg	door000.jpg	1373	429033.25	427659.62	j	1	0
17	door002.jpg	door000.jpg	661	430720.60	430059.40	j	1	0
24	door005.jpg	door001.jpg	1116	432859.08	431742.59	f	1	0
8	door001.jpg	door004.jpg	751	434643.76	433892.39	j	1	0
6	door001.jpg	door002.jpg	2153	437828.76	435675.55	j	1	0
4	door000.jpg	door004.jpg	745	439604.41	438858.60	f	1	0
29	door005.jpg	door003.jpg	1236	441861.37	440625.10	f	1	0
5	door000.jpg	door005.jpg	1544	444436.38	442891.55	f	1	0
11	door002.jpg	door004.jpg	1607	447065.19	445457.98	j	1	0
1	door000.jpg	door001.jpg	711	448802.72	448091.08	f	1	0
26	door004.jpg	door002.jpg	2039	451863.26	449824.25	f	1	0
25	door003.jpg	door002.jpg	3432	456322.84	452890.64	j	1	0
12	door002.jpg	door005.jpg	1001	458358.79	457356.89	j	1	0
20	door005.jpg	door000.jpg	912	460302.16	459390.05	j	1	0
16	door001.jpg	door000.jpg	631	461954.71	461323.19	j	1	0
10	door002.jpg	door003.jpg	1660	464650.49	462989.72	f	1	0
23	door004.jpg	door001.jpg	1353	467026.36	465672.80	f	1	0
9	door001.jpg	door005.jpg	1317	469373.68	468055.91	j	1	0
7	door001.jpg	door003.jpg	2625	473030.86	470405.68	j	1	0
34	door006.jpg	door010.jpg	3592	653914.97	650322.48	f	2	1
53	door010.jpg	door007.jpg	4172	659127.67	654955.40	f	2	1
49	door010.jpg	door006.jpg	2350	662505.66	660154.91	j	2	1
50	door011.jpg	door006.jpg	1534	665089.10	663554.59	j	2	1
46	door007.jpg	door006.jpg	765	666886.59	666121.03	j	2	1
47	door008.jpg	door006.jpg	733	668671.04	667937.54	j	2	1
51	door008.jpg	door007.jpg	1222	670926.79	669704.05	f	2	1
44	door009.jpg	door011.jpg	2063	674033.58	671970.50	j	2	1
58	door010.jpg	door009.jpg	2045	677115.51	675070.21	f	2	1
38	door007.jpg	door010.jpg	825	678961.78	678136.60	j	2	1
41	door008.jpg	door010.jpg	2148	682135.19	679986.43	f	2	1
60	door011.jpg	door010.jpg	4320	687490.41	683169.46	j	2	1
54	door011.jpg	door007.jpg	1147	689666.36	688518.97	f	2	1
59	door011.jpg	door009.jpg	818	691520.90	690702.11	f	2	1
40	door008.jpg	door009.jpg	1203	693755.84	692551.94	f	2	1
37	door007.jpg	door009.jpg	3499	698284.64	694785.07	f	2	1
48	door009.jpg	door006.jpg	1042	700360.29	699317.98	j	2	1
56	door010.jpg	door008.jpg	1075	702460.16	701384.47	j	2	1
36	door007.jpg	door008.jpg	784	704268.60	703484.27	j	2	1
39	door007.jpg	door011.jpg	1296	706597.48	705300.76	j	2	1
43	door009.jpg	door010.jpg	917	708535.01	707617.23	j	2	1
35	door006.jpg	door011.jpg	1314	710881.69	709567.03	f	2	1
42	door008.jpg	door011.jpg	1362	713278.96	711916.83	f	2	1
55	door009.jpg	door008.jpg	1845	716145.41	714299.95	j	2	1
