DISPLAY_TIME	KEY_RESPONSE_TIME	RT	DOOR	block_level_1	N_BLOCK
248028.63	253945.58	5916	door001.jpg	1	0
254944.69	260082.59	5137	door002.jpg	1	0
265410.38	267237.43	1827	door000.jpg	1	0
268176.79	270775.34	2598	door001.jpg	1	0
271743.13	274617.64	2874	door003.jpg	1	0
279975.71	283677.05	3701	door003.jpg	1	0
289024.87	290838.59	1813	door000.jpg	1	0
291774.62	294406.13	2631	door001.jpg	1	0
295357.64	299056.63	3698	door000.jpg	1	0
299990.54	302343.78	2353	door003.jpg	1	0
307689.82	309269.29	1579	door003.jpg	1	0
314622.53	315968.48	1345	door002.jpg	1	0
321305.25	322675.33	1370	door001.jpg	1	0
323638.36	325115.76	1477	door002.jpg	1	0
330454.39	331936.06	1481	door000.jpg	1	0
332870.85	335412.08	2541	door002.jpg	1	0
340753.45	342469.71	1716	door000.jpg	1	0
343403.21	345146.53	1743	door003.jpg	1	0
350502.57	351642.02	1139	door002.jpg	1	0
356968.64	358409.49	1440	door001.jpg	1	0
748415.97	753874.12	5458	door006.jpg	2	1
754915.39	761262.58	6347	door007.jpg	2	1
762231.36	765699.53	3468	door008.jpg	2	1
771047.22	775078.48	4031	door008.jpg	2	1
780429.72	782516.20	2086	door008.jpg	2	1
787862.35	790832.71	2970	door008.jpg	2	1
796178.24	799632.96	3454	door007.jpg	2	1
800577.86	802226.48	1648	door006.jpg	2	1
803177.62	810278.52	7100	door006.jpg	2	1
811243.53	813159.64	1916	door007.jpg	2	1
814109.93	817743.79	3633	door009.jpg	2	1
823075.77	825109.35	2033	door006.jpg	2	1
826075.51	827470.13	1394	door007.jpg	2	1
828408.62	834753.30	6344	door006.jpg	2	1
835707.96	838759.21	3051	door009.jpg	2	1
844090.53	845610.94	1520	door008.jpg	2	1
850956.56	854115.26	3158	door009.jpg	2	1
859455.77	860151.22	695	door009.jpg	2	1
865488.54	866463.41	974	door009.jpg	2	1
871804.62	877100.63	5296	door007.jpg	2	1
1190225.37	1191968.32	1742	door015.jpg	3	2
1197341.37	1199584.67	2243	door012.jpg	3	2
1200541.08	1201684.85	1143	door012.jpg	3	2
1202657.54	1204118.93	1461	door014.jpg	3	2
1209490.26	1212181.77	2691	door013.jpg	3	2
1213123.27	1215982.52	2859	door013.jpg	3	2
1216922.90	1219746.26	2823	door015.jpg	3	2
1225072.15	1231173.07	6100	door012.jpg	3	2
1232138.17	1236559.56	4421	door015.jpg	3	2
1241887.27	1243349.44	1462	door015.jpg	3	2
1248686.65	1249805.75	1119	door015.jpg	3	2
1255136.07	1258435.53	3299	door014.jpg	3	2
1263785.26	1265236.16	1450	door014.jpg	3	2
1270584.64	1277215.40	6630	door013.jpg	3	2
1278150.61	1280870.84	2720	door014.jpg	3	2
1286216.53	1292717.91	6501	door012.jpg	3	2
1293682.52	1295509.17	1826	door014.jpg	3	2
1300865.19	1302801.70	1936	door012.jpg	3	2
1303781.59	1311502.65	7721	door013.jpg	3	2
1312447.45	1315103.08	2655	door013.jpg	3	2
1574856.68	1576431.57	1574	door023.jpg	4	3
1581806.02	1583639.17	1833	door021.jpg	4	3
1588972.04	1589619.50	647	door021.jpg	4	3
1594954.81	1598011.10	3056	door023.jpg	4	3
1603354.06	1604678.48	1324	door021.jpg	4	3
1610020.11	1612105.32	2085	door021.jpg	4	3
1617452.75	1620236.48	2783	door019.jpg	4	3
1621202.39	1625301.23	4098	door022.jpg	4	3
1626251.95	1629615.38	3363	door022.jpg	4	3
1630568.22	1633805.81	3237	door022.jpg	4	3
1634767.82	1636067.75	1299	door021.jpg	4	3
1641400.56	1645534.86	4134	door019.jpg	4	3
1646483.43	1648070.32	1586	door019.jpg	4	3
1649016.53	1650558.75	1542	door022.jpg	4	3
1651516.28	1655592.48	4076	door023.jpg	4	3
1660948.75	1665334.29	4385	door019.jpg	4	3
1666281.59	1668404.63	2123	door023.jpg	4	3
1673747.57	1674519.96	772	door023.jpg	4	3
1679863.68	1681025.07	1161	door019.jpg	4	3
1681963.49	1684553.21	2589	door022.jpg	4	3
1862596.87	1864982.47	2385	door025.jpg	5	4
1865963.24	1868885.27	2922	door025.jpg	5	4
1869862.88	1871392.06	1529	door025.jpg	5	4
1872379.31	1873967.82	1588	door027.jpg	5	4
1879328.67	1880935.16	1606	door028.jpg	5	4
1881911.77	1886066.43	4154	door029.jpg	5	4
1891394.24	1894051.27	2657	door027.jpg	5	4
1899393.49	1902787.26	3393	door025.jpg	5	4
1903743.10	1907473.94	3730	door029.jpg	5	4
1912808.93	1914649.89	1840	door029.jpg	5	4
1919991.60	1921673.07	1681	door029.jpg	5	4
1927007.63	1930647.11	3639	door025.jpg	5	4
1931607.20	1938577.36	6970	door027.jpg	5	4
1943922.74	1945935.79	2013	door027.jpg	5	4
1951288.73	1952793.71	1504	door028.jpg	5	4
1953738.51	1955709.56	1971	door028.jpg	5	4
1956654.91	1959242.55	2587	door028.jpg	5	4
1960187.90	1962402.94	2215	door028.jpg	5	4
1963337.63	1964878.77	1541	door027.jpg	5	4
1970236.98	1973052.64	2815	door029.jpg	5	4
2356834.77	2358591.91	1757	door033.jpg	6	5
2363950.79	2365952.19	2001	door031.jpg	6	5
2366933.85	2372333.00	5399	door033.jpg	6	5
2377699.53	2380118.46	2418	door034.jpg	6	5
2381082.55	2383461.01	2378	door031.jpg	6	5
2384432.25	2391312.61	6880	door035.jpg	6	5
2396647.78	2399391.29	2743	door035.jpg	6	5
2404730.37	2409952.50	5222	door033.jpg	6	5
2415296.07	2427045.37	11749	door031.jpg	6	5
2427994.90	2431965.63	3970	door034.jpg	6	5
2432911.11	2440549.92	7638	door033.jpg	6	5
2445893.25	2448348.13	2454	door034.jpg	6	5
2449292.94	2449958.52	665	door034.jpg	6	5
