id2	image1	image2	RT	KEY_RESPONSE_TIME	DISPLAY_TIME	KEY_PRESSED	block_level_1_fc	N_BLOCK
26	door004.jpg	door002.jpg	5822	271379.82	265557.66	f	1	0
23	door004.jpg	door001.jpg	1390	273831.08	272440.37	j	1	0
5	door000.jpg	door005.jpg	1065	275955.91	274890.16	f	1	0
11	door002.jpg	door004.jpg	4917	281907.15	276989.99	f	1	0
25	door003.jpg	door002.jpg	2610	285566.75	282956.13	j	1	0
12	door002.jpg	door005.jpg	3267	289857.13	286589.15	j	1	0
13	door003.jpg	door004.jpg	3218	294107.14	290888.77	j	1	0
27	door005.jpg	door002.jpg	2936	298075.31	295138.40	j	1	0
18	door003.jpg	door000.jpg	1250	300355.57	299104.72	j	1	0
30	door005.jpg	door004.jpg	4371	305759.36	301387.86	f	1	0
1	door000.jpg	door001.jpg	3139	309927.35	306787.40	f	1	0
24	door005.jpg	door001.jpg	1459	312413.09	310953.69	f	1	0
7	door001.jpg	door003.jpg	3457	316894.14	313436.80	f	1	0
17	door002.jpg	door000.jpg	1350	319270.57	317919.75	j	1	0
4	door000.jpg	door004.jpg	1189	321492.70	320302.88	f	1	0
21	door002.jpg	door001.jpg	2873	325393.26	322519.34	f	1	0
10	door002.jpg	door003.jpg	1211	327630.56	326419.01	f	1	0
28	door004.jpg	door003.jpg	2930	331582.71	328652.14	f	1	0
29	door005.jpg	door003.jpg	2284	334902.76	332618.48	f	1	0
2	door000.jpg	door002.jpg	1392	337327.10	335934.85	f	1	0
3	door000.jpg	door003.jpg	1019	339371.28	338351.29	f	1	0
6	door001.jpg	door002.jpg	840	341241.54	340401.11	j	1	0
22	door003.jpg	door001.jpg	3371	345639.06	342267.62	j	1	0
8	door001.jpg	door004.jpg	1317	347984.84	346667.24	f	1	0
15	door004.jpg	door005.jpg	6780	355797.07	349017.03	j	1	0
20	door005.jpg	door000.jpg	1490	358323.03	356833.01	j	1	0
16	door001.jpg	door000.jpg	750	360100.20	359349.47	j	1	0
19	door004.jpg	door000.jpg	531	361664.60	361132.65	j	1	0
9	door001.jpg	door005.jpg	1981	364680.74	362699.17	j	1	0
14	door003.jpg	door005.jpg	1347	367063.36	365715.57	j	1	0
35	door006.jpg	door011.jpg	4378	516731.01	512352.78	f	2	1
39	door007.jpg	door011.jpg	4380	522149.62	517768.97	f	2	1
48	door009.jpg	door006.jpg	1681	524883.04	523201.82	j	2	1
32	door006.jpg	door008.jpg	796	526731.23	525934.93	f	2	1
31	door006.jpg	door007.jpg	978	528729.95	527751.43	f	2	1
53	door010.jpg	door007.jpg	1839	531607.63	529767.91	f	2	1
46	door007.jpg	door006.jpg	747	533381.54	532634.34	j	2	1
37	door007.jpg	door009.jpg	2199	536616.74	534417.51	f	2	1
50	door011.jpg	door006.jpg	1543	539194.34	537650.58	j	2	1
36	door007.jpg	door008.jpg	1445	541662.54	540217.01	j	2	1
59	door011.jpg	door009.jpg	1797	544481.19	542683.46	f	2	1
34	door006.jpg	door010.jpg	873	546389.89	545516.56	f	2	1
56	door010.jpg	door008.jpg	5652	553069.33	547416.38	j	2	1
57	door011.jpg	door008.jpg	616	554715.52	554099.14	j	2	1
60	door011.jpg	door010.jpg	1283	557032.81	555748.99	j	2	1
47	door008.jpg	door006.jpg	973	559039.12	558065.46	j	2	1
52	door009.jpg	door007.jpg	1017	561083.20	560065.29	j	2	1
54	door011.jpg	door007.jpg	2081	564196.89	562115.11	f	2	1
43	door009.jpg	door010.jpg	1242	566473.74	565231.49	j	2	1
58	door010.jpg	door009.jpg	978	568476.95	567497.96	f	2	1
33	door006.jpg	door009.jpg	716	570214.68	569497.80	f	2	1
55	door009.jpg	door008.jpg	948	572196.32	571247.65	j	2	1
42	door008.jpg	door011.jpg	1608	574839.11	573230.80	f	2	1
38	door007.jpg	door010.jpg	1602	577466.71	575863.91	j	2	1
51	door008.jpg	door007.jpg	795	579292.14	578497.02	f	2	1
41	door008.jpg	door010.jpg	2070	582384.42	580313.52	f	2	1
40	door008.jpg	door009.jpg	911	584324.38	583413.25	f	2	1
44	door009.jpg	door011.jpg	774	586120.92	585346.40	j	2	1
45	door010.jpg	door011.jpg	514	587660.88	587146.26	f	2	1
49	door010.jpg	door006.jpg	573	589269.23	588696.12	j	2	1
73	door015.jpg	door016.jpg	2802	709238.25	706435.84	j	3	2
65	door012.jpg	door017.jpg	1338	711657.69	710318.83	f	3	2
78	door015.jpg	door012.jpg	748	713434.15	712685.29	j	3	2
89	door017.jpg	door015.jpg	1347	715816.30	714468.48	f	3	2
83	door016.jpg	door013.jpg	4674	721542.69	716868.26	f	3	2
62	door012.jpg	door014.jpg	1190	723774.52	722584.42	f	3	2
61	door012.jpg	door013.jpg	653	725454.33	724800.90	f	3	2
85	door015.jpg	door014.jpg	1044	727528.76	726484.09	j	3	2
79	door016.jpg	door012.jpg	1349	729900.49	728550.57	j	3	2
75	door016.jpg	door017.jpg	4532	735466.36	730933.71	j	3	2
76	door013.jpg	door012.jpg	847	737347.21	736499.89	j	3	2
80	door017.jpg	door012.jpg	570	738953.82	738383.05	j	3	2
87	door017.jpg	door014.jpg	1951	741934.82	739982.92	j	3	2
69	door013.jpg	door017.jpg	1891	744857.73	742966.00	j	3	2
